"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"BOTJ","Bank of the James Financial Group, Inc.","14.85","$65.02M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/botj",
"OZRK","Bank of the Ozarks","44.1","$5.65B","1997","Finance","Major Banks","http://www.nasdaq.com/symbol/ozrk",
"BFIN","BankFinancial Corporation","15.45","$278.86M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bfin",
"BWFG","Bankwell Financial Group, Inc.","33.7","$260.07M","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/bwfg",
"BANR","Banner Corporation","56.54","$1.86B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/banr",
"BZUN","Baozun Inc.","35.5","$1.93B","2015","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/bzun",
"TAPR","Barclays Inverse US Treasury Composite ETN","22.28","$15.15M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/tapr",
"DLBL","Barclays PLC","78.32","$4.79M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dlbl",
"DTYL","Barclays PLC","77.8787","$5.36M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtyl",
"BHAC","Barington/Hilco Acquisition Corp.","10.99","$52.2M","2015","Finance","Business Services","http://www.nasdaq.com/symbol/bhac",
"BHACR","Barington/Hilco Acquisition Corp.","0.1998","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/bhacr",
"BUFF","Blue Buffalo Pet Products, Inc.","29.06","$5.67B","2015","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/buff",
"BHBK","Blue Hills Bancorp, Inc.","20.95","$562.02M","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/bhbk",
"BLUE","bluebird bio, Inc.","163.2","$7.48B","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/blue",
"BKEP","Blueknight Energy Partners L.P., L.L.C.","5.45","$208.42M","2011","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/bkep",
"BKEPP","Blueknight Energy Partners L.P., L.L.C.","7.57","$228.3M","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/bkepp",
"BPMC","Blueprint Medicines Corporation","66.17","$2.59B","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/bpmc",
"BMCH","BMC Stock Holdings, Inc.","22.75","$1.53B","2013","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/bmch",
"BOBE","Bob Evans Farms, Inc.","77.55","$1.55B","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/bobe",
"BOFI","BofI Holding, Inc.","25.85","$1.65B","2005","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bofi",
"BOFIL","BofI Holding, Inc.","25.4","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bofil",
"WIFI","Boingo Wireless, Inc.","23.85","$972.97M","2011","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/wifi",
"BOJA","Bojangles&#39;, Inc.","13","$481.9M","2015","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/boja",
"BOKF","BOK Financial Corporation","84.53","$5.53B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bokf",
"BOKFL","BOK Financial Corporation","25.64","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bokfl",
"BNSO","Bonso Electronics International, Inc.","2.59","$12.85M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/bnso",
"BRQS","Borqs Technologies, Inc. ","5.3","$163.26M","2015","Finance","Business Services","http://www.nasdaq.com/symbol/brqs",
"BRQSW","Borqs Technologies, Inc. ","0.28","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/brqsw",
"BOMN","Boston Omaha Corporation","18.09","$259.82M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/bomn",
"BPFH","Boston Private Financial Holdings, Inc.","15.5","$1.31B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bpfh",
"BPFHP","Boston Private Financial Holdings, Inc.","25.5301","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bpfhp",
"BPFHW","Boston Private Financial Holdings, Inc.","9.56","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bpfhw",
"EPAY","Bottomline Technologies, Inc.","33.03","$1.34B","1999","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/epay",
"BLVD","Boulevard Acquisition Corp. II","9.9985","$462.43M","2015","Finance","Business Services","http://www.nasdaq.com/symbol/blvd",
"BLVDU","Boulevard Acquisition Corp. II","10.37","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/blvdu",
"BLVDW","Boulevard Acquisition Corp. II","0.7","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/blvdw",
"BCLI","Brainstorm Cell Therapeutics Inc.","4.13","$77.82M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/bcli",
"BBRG","Bravo Brio Restaurant Group, Inc.","2.45","$37.25M","2010","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/bbrg",
"BDGE","Bridge Bancorp, Inc.","34.5","$679.99M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bdge",
"BLIN          ","Bridgeline Digital, Inc.","2.65","$11.13M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/blin",
"BRID","Bridgford Foods Corporation","12.7","$115.28M","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/brid",
"BCOV","Brightcove Inc.","7.4","$256.28M","2012","Technology","EDP Services","http://www.nasdaq.com/symbol/bcov",
"BHF","Brighthouse Financial, Inc.","55.67","$6.67B","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/bhf",
"AVGO","Broadcom Limited","271.86","$110.91B","2009","Technology","Semiconductors","http://www.nasdaq.com/symbol/avgo",
"BSFT","BroadSoft, Inc.","54.7","$1.73B","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/bsft",
"BVSN","BroadVision, Inc.","4","$19.86M","1996","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/bvsn",
"BYFC","Broadway Financial Corporation","2.31","$63.41M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/byfc",
"BWEN","Broadwind Energy, Inc.","2.41","$36.5M","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/bwen",
"BRCD","Brocade Communications Systems, Inc.","12.73","$5.27B","1999","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/brcd",
"BPY","Brookfield Property Partners L.P.","21.94","$5.59B","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/bpy",
"BRKL","Brookline Bancorp, Inc.","15.15","$1.16B","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/brkl",
"BRKS","Brooks Automation, Inc.","27.46","$1.92B","1995","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/brks",
"BRKR","Bruker Corporation","33.74","$5.25B","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/brkr",
"BMTC","Bryn Mawr Bank Corporation","43.35","$739.68M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bmtc",
"BLMT","BSB Bancorp, Inc.","30.85","$299.7M","2011","Finance","Major Banks","http://www.nasdaq.com/symbol/blmt",
"BSQR","BSQUARE Corporation","5.275","$66.61M","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/bsqr",
"BWLD","Buffalo Wild Wings, Inc.","138.25","$2.14B","2003","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/bwld",
"BLDR","Builders FirstSource, Inc.","19.14","$2.16B","2005","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/bldr",
"BUR","Burcon NutraScience Corp","0.4489","$16.98M","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/bur",
"CFFI","C&F Financial Corporation","59.05","$205.95M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cffi",
"CHRW","C.H. Robinson Worldwide, Inc.","78.44","$10.93B","1997","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/chrw",
"CA","CA Inc.","32.51","$13.61B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ca",
"CCMP","Cabot Microelectronics Corporation","98.42","$2.49B","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/ccmp",
"CDNS","Cadence Design Systems, Inc.","44.58","$12.59B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cdns",
"CDZI","Cadiz, Inc.","13.1","$298.71M","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/cdzi",
"CZR","Caesars Entertainment Corporation","12.325","$8.68B","2012","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/czr",
"CSTE","Caesarstone Ltd.","25.15","$863.19M","2012","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/cste",
"PRSS","CafePress Inc.","1.86","$31.36M","2012","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/prss",
"CLBS","Caladrius Biosciences, Inc.","3.5","$33.15M","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/clbs",
"CHY","Calamos Convertible and High Income Fund","11.74","$851.58M","2003","n/a","n/a","http://www.nasdaq.com/symbol/chy",
"EVBG","Everbridge, Inc.","26.07","$736.6M","2016","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/evbg",
"EVK","Ever-Glory International Group, Inc.","2.35","$34.77M","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/evk",
"MRAM","Everspin Technologies, Inc.","7.98","$101.88M","2016","Technology","Semiconductors","http://www.nasdaq.com/symbol/mram",
"EVLV","EVINE Live Inc.","1.31","$85.44M","n/a","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/evlv",
"EVGN","Evogene Ltd.","3.83","$98.62M","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/evgn",
"EVOK","Evoke Pharma, Inc.","2.79","$42.93M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/evok",
"EVOL","Evolving Systems, Inc.","4.6","$57.61M","1998","Technology","EDP Services","http://www.nasdaq.com/symbol/evol",
"EXA","Exa Corporation","24.235","$365.18M","2012","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/exa",
"EXAS","Exact Sciences Corporation","58.87","$7.05B","2001","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/exas",
"EXAC","Exactech, Inc.","41.8","$600.51M","1996","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/exac",
"XELA","Exela Technologies, Inc.","5.35","$805.59M","2015","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/xela",
"EXEL","Exelixis, Inc.","26.38","$7.8B","2000","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/exel",
"EXFO","EXFO Inc","4.3","$99.86M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/exfo",
"EXLS","ExlService Holdings, Inc.","61.5","$2.09B","2006","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/exls",
"EXPE","Expedia, Inc.","123.95","$18.9B","n/a","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/expe",
"EXPD","Expeditors International of Washington, Inc.","59.13","$10.51B","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/expd",
"EXPO","Exponent, Inc.","73.5","$1.9B","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/expo",
"ESRX","Express Scripts Holding Company","61.94","$35.08B","1992","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/esrx",
"XOG","Extraction Oil & Gas, Inc.","15.55","$2.67B","2016","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/xog",
"EXTR","Extreme Networks, Inc.","12.81","$1.45B","1999","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/extr",
"EYEG","Eyegate Pharmaceuticals, Inc.","1.09","$18.75M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/eyeg",
"EYEGW","Eyegate Pharmaceuticals, Inc.","0.0979","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/eyegw",
"EZPW","EZCORP, Inc.","11.15","$605.41M","1991","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/ezpw",
"FFIV","F5 Networks, Inc.","123.58","$7.74B","1999","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/ffiv",
"FB","Facebook, Inc.","179","$520.14B","2012","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/fb",
"DAVE","Famous Dave&#39;s of America, Inc.","4.7","$34.67M","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/dave",
"FANH","Fanhua Inc.","20.78","$1.28B","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/fanh",
"FARM","Farmer Brothers Company","33.5","$564.25M","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/farm",
